LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,variables
507,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:45.605,25746,INFO,nova.osapi_compute.wsgi.server,req-bc2d4d95-02a9-48df-9933-d07c2e4a7ba3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2152700",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1874', '0', '2152700'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
508,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:46.701,25746,INFO,nova.osapi_compute.wsgi.server,req-bdd0d3f5-8b43-4b08-ad83-4753e5dd25c2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0908029",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '211', '0', '0908029'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
509,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:47.601,25746,INFO,nova.api.openstack.wsgi,req-a567979f-c5a4-42af-ae34-4707d45e2d19 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,E32,HTTP exception thrown: No instances found for any event,[[]]
510,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:47.602,25746,INFO,nova.osapi_compute.wsgi.server,req-a567979f-c5a4-42af-ae34-4707d45e2d19 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0918391",E1,"<*> ""POST <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '9746973', '574', '6', '8', '9', '8857', '56', '7608', '1', '1', '404', '296', '0', '0918391'], '/v<*>/e<*>ac<*>c<*>b<*>a<*>e<*>f<*>a<*>/os-server-external-events']"
511,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:50.300,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E24,Unknown base file: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
512,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:50.301,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E25,Removable base files: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
513,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:50.302,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E11,Removing base or swap file: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
514,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:57.214,25746,INFO,nova.osapi_compute.wsgi.server,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5000288",E1,"<*> ""POST <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '202', '733', '0', '5000288'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers']"
515,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:57.417,25746,INFO,nova.osapi_compute.wsgi.server,req-61ab7fb1-ea13-4170-9529-ed2c20312112 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1983159",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1583', '0', '1983159'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
516,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.509,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E40,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1', '2048', '20', '1'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
517,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.510,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total memory: 64172 MB, used: 512.00 MB",E33,"[instance: <*> Total memory: <*> MB, used: <*> MB","[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1', '64172', '512', '00'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
518,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.511,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] memory limit: 96258.00 MB, free: 95746.00 MB",E36,"[instance: <*> memory limit: <*> MB, free: <*> MB","[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1', '96258', '00', '95746', '00'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
519,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.512,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total disk: 15 GB, used: 0.00 GB",E34,"[instance: <*> Total disk: <*> GB, used: <*> GB","[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1', '15', '0', '00'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
520,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.512,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] disk limit not specified, defaulting to unlimited",E37,"[instance: <*> disk limit not specified, defaulting to unlimited","[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
521,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.513,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total vcpu: 16 VCPU, used: 0.00 VCPU",E35,"[instance: <*> Total vcpu: <*> VCPU, used: <*> VCPU","[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1', '16', '0', '00'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
522,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.514,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] vcpu limit not specified, defaulting to unlimited",E38,"[instance: <*> vcpu limit not specified, defaulting to unlimited","[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
523,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.551,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Claim successful,E26,[instance: <*> Claim successful,"[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
524,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:57.603,25746,INFO,nova.osapi_compute.wsgi.server,req-4581b3d6-dfb3-4463-be9b-bff865be3b7c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1811130",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1575', '0', '1811130'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
525,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:57.799,25746,INFO,nova.osapi_compute.wsgi.server,req-ee54c54f-9e2f-4f81-b6d9-4a1d5f2d3143 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/af5f7392-f7d4-4298-b647-c98924c64aa1 HTTP/1.1"" status: 200 len: 1708 time: 0.1915350",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '5', '7392', '7', '4', '4298', '647', '98924', '64', '1', '1', '1', '200', '1708', '0', '1915350'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>']"
526,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:58.129,2931,INFO,nova.virt.libvirt.driver,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Creating image,E27,[instance: <*> Creating image,"[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
527,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:59.088,25746,INFO,nova.osapi_compute.wsgi.server,req-9c29c95b-af64-4c50-b94c-5e9c11ed5386 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2832489",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1759', '0', '2832489'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
528,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:59.244,2931,INFO,nova.compute.manager,-,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Stopped (Lifecycle Event),E7,[instance: <*> VM Stopped (Lifecycle Event),"[['7', '7', '42', '3', '9', '4', '91', '804', '5', '32', '54', '1', '5'], '<*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>]']"
529,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:59.378,25746,INFO,nova.osapi_compute.wsgi.server,req-6edf1bc7-00ce-410b-9215-df6910965afa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2856178",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1759', '0', '2856178'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
530,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:00.643,25746,INFO,nova.osapi_compute.wsgi.server,req-2545b8fd-40f0-4e23-988d-b56699acc006 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2583179",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2583179'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
531,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:00.910,25746,INFO,nova.osapi_compute.wsgi.server,req-0cfdf7d7-2973-4aa9-a729-01793f1e0211 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2635262",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2635262'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
532,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:02.178,25746,INFO,nova.osapi_compute.wsgi.server,req-52403199-280b-4272-82f8-8de3f18c3c47 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2608440",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2608440'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
533,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:02.437,25746,INFO,nova.osapi_compute.wsgi.server,req-53a10b92-552c-4e90-9f52-b1a8c3ced361 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2543302",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2543302'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
534,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:03.712,25746,INFO,nova.osapi_compute.wsgi.server,req-eb2674b8-424e-4647-8551-ac3f76b8158f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2697911",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2697911'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
535,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:03.984,25746,INFO,nova.osapi_compute.wsgi.server,req-b19871ff-db0a-46c5-8eef-a1edef1e2de8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2688050",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2688050'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
536,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:05.251,25746,INFO,nova.osapi_compute.wsgi.server,req-b205f1b9-cbfe-4e2a-9ba7-37286386e48c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2615452",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2615452'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
537,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:05.524,25746,INFO,nova.osapi_compute.wsgi.server,req-cf54ca47-9d41-4346-80df-3b12a85567a4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2689090",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2689090'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
538,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:06.778,25746,INFO,nova.osapi_compute.wsgi.server,req-707b6cbd-f9dd-4e7f-905b-f6cda1e13ce8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2474949",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2474949'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
539,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:07.061,25746,INFO,nova.osapi_compute.wsgi.server,req-5de95d80-f71b-490c-8d14-92b6f68286f6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2795429",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2795429'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
540,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:08.324,25746,INFO,nova.osapi_compute.wsgi.server,req-7e612509-4ae5-4741-b376-839bd045d819 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2575760",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2575760'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
541,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:08.586,25746,INFO,nova.osapi_compute.wsgi.server,req-a48835ba-fc76-4d9f-870b-5d7f0956db98 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2599471",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2599471'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
542,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:09.850,25746,INFO,nova.osapi_compute.wsgi.server,req-038072fc-4104-4e19-a0d5-f29a252fd887 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2583978",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2583978'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
543,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:10.117,25746,INFO,nova.osapi_compute.wsgi.server,req-1451b9ac-5cf6-4d69-a2e1-52175b593775 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2634912",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2634912'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
544,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:10.190,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E17,image <*> at <*> checking,"[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
545,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:10.190,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E21,"image <*> at <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage","[['0673', '71', '34', '5', '4', '86', '4', '40623', '45', '4', '489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742', '1', '0']]"
546,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:10.371,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E22,Active base files: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
547,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:11.255,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] VM Started (Lifecycle Event),E4,[instance: <*> VM Started (Lifecycle Event),"[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
548,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:11.320,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] VM Paused (Lifecycle Event),E5,[instance: <*> VM Paused (Lifecycle Event),"[['5', '7392', '7', '4', '4298', '647', '98924', '64', '1'], 'af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>]']"
549,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:11.407,25746,INFO,nova.osapi_compute.wsgi.server,req-2aa79807-3ca7-40ed-92cf-b00558282857 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2837162",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2837162'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
